Event_Type,Time,Source_Node,Destination_Node,Protocol,Packet_Size,Flags,Flow_ID,Source_Address,Destination_Address,Sequence_Number,Packet_ID
-,4.40392,1,0,ack,40,-------,0,1.0,0.0,404,827
r,4.40592,1,0,ack,40,-------,0,1.0,0.0,403,825
+,4.40592,0,1,tcp,1040,-------,0,0.0,1.0,423,828
-,4.41056,0,1,tcp,1040,-------,0,0.0,1.0,407,796
r,4.41224,0,1,tcp,1040,-------,0,0.0,1.0,405,792
+,4.41224,1,0,ack,40,-------,0,1.0,0.0,405,829
-,4.41224,1,0,ack,40,-------,0,1.0,0.0,405,829
r,4.41424,1,0,ack,40,-------,0,1.0,0.0,404,827
+,4.41424,0,1,tcp,1040,-------,0,0.0,1.0,424,830
-,4.41888,0,1,tcp,1040,-------,0,0.0,1.0,408,798
r,4.42056,0,1,tcp,1040,-------,0,0.0,1.0,406,794
+,4.42056,1,0,ack,40,-------,0,1.0,0.0,406,831
-,4.42056,1,0,ack,40,-------,0,1.0,0.0,406,831
r,4.42256,1,0,ack,40,-------,0,1.0,0.0,405,829
+,4.42256,0,1,tcp,1040,-------,0,0.0,1.0,425,832
-,4.4272,0,1,tcp,1040,-------,0,0.0,1.0,409,800
r,4.42888,0,1,tcp,1040,-------,0,0.0,1.0,407,796
+,4.42888,1,0,ack,40,-------,0,1.0,0.0,407,833
-,4.42888,1,0,ack,40,-------,0,1.0,0.0,407,833
r,4.43088,1,0,ack,40,-------,0,1.0,0.0,406,831
+,4.43088,0,1,tcp,1040,-------,0,0.0,1.0,426,834
-,4.43552,0,1,tcp,1040,-------,0,0.0,1.0,410,802
r,4.4372,0,1,tcp,1040,-------,0,0.0,1.0,408,798
+,4.4372,1,0,ack,40,-------,0,1.0,0.0,408,835
-,4.4372,1,0,ack,40,-------,0,1.0,0.0,408,835
r,4.4392,1,0,ack,40,-------,0,1.0,0.0,407,833
+,4.4392,0,1,tcp,1040,-------,0,0.0,1.0,427,836
-,4.44384,0,1,tcp,1040,-------,0,0.0,1.0,411,804
r,4.44552,0,1,tcp,1040,-------,0,0.0,1.0,409,800
+,4.44552,1,0,ack,40,-------,0,1.0,0.0,409,837
-,4.44552,1,0,ack,40,-------,0,1.0,0.0,409,837
r,4.44752,1,0,ack,40,-------,0,1.0,0.0,408,835
+,4.44752,0,1,tcp,1040,-------,0,0.0,1.0,428,838
-,4.45216,0,1,tcp,1040,-------,0,0.0,1.0,412,806
r,4.45384,0,1,tcp,1040,-------,0,0.0,1.0,410,802
+,4.45384,1,0,ack,40,-------,0,1.0,0.0,410,839
-,4.45384,1,0,ack,40,-------,0,1.0,0.0,410,839
r,4.45584,1,0,ack,40,-------,0,1.0,0.0,409,837
+,4.45584,0,1,tcp,1040,-------,0,0.0,1.0,429,840
-,4.46048,0,1,tcp,1040,-------,0,0.0,1.0,413,808
r,4.46216,0,1,tcp,1040,-------,0,0.0,1.0,411,804
+,4.46216,1,0,ack,40,-------,0,1.0,0.0,411,841
-,4.46216,1,0,ack,40,-------,0,1.0,0.0,411,841
r,4.46416,1,0,ack,40,-------,0,1.0,0.0,410,839
+,4.46416,0,1,tcp,1040,-------,0,0.0,1.0,430,842
-,4.4688,0,1,tcp,1040,-------,0,0.0,1.0,414,810
r,4.47048,0,1,tcp,1040,-------,0,0.0,1.0,412,806
+,4.47048,1,0,ack,40,-------,0,1.0,0.0,412,843
-,4.47048,1,0,ack,40,-------,0,1.0,0.0,412,843
r,4.47248,1,0,ack,40,-------,0,1.0,0.0,411,841
+,4.47248,0,1,tcp,1040,-------,0,0.0,1.0,431,844
-,4.47712,0,1,tcp,1040,-------,0,0.0,1.0,415,812
r,4.4788,0,1,tcp,1040,-------,0,0.0,1.0,413,808
+,4.4788,1,0,ack,40,-------,0,1.0,0.0,413,845
-,4.4788,1,0,ack,40,-------,0,1.0,0.0,413,845
r,4.4808,1,0,ack,40,-------,0,1.0,0.0,412,843
+,4.4808,0,1,tcp,1040,-------,0,0.0,1.0,432,846
-,4.48544,0,1,tcp,1040,-------,0,0.0,1.0,416,814
r,4.48712,0,1,tcp,1040,-------,0,0.0,1.0,414,810
+,4.48712,1,0,ack,40,-------,0,1.0,0.0,414,847
-,4.48712,1,0,ack,40,-------,0,1.0,0.0,414,847
r,4.48912,1,0,ack,40,-------,0,1.0,0.0,413,845
+,4.48912,0,1,tcp,1040,-------,0,0.0,1.0,433,848
-,4.49376,0,1,tcp,1040,-------,0,0.0,1.0,417,816
r,4.49544,0,1,tcp,1040,-------,0,0.0,1.0,415,812
+,4.49544,1,0,ack,40,-------,0,1.0,0.0,415,849
-,4.49544,1,0,ack,40,-------,0,1.0,0.0,415,849
r,4.49744,1,0,ack,40,-------,0,1.0,0.0,414,847
+,4.49744,0,1,tcp,1040,-------,0,0.0,1.0,434,850
-,4.50208,0,1,tcp,1040,-------,0,0.0,1.0,418,818
r,4.50376,0,1,tcp,1040,-------,0,0.0,1.0,416,814
+,4.50376,1,0,ack,40,-------,0,1.0,0.0,416,851
-,4.50376,1,0,ack,40,-------,0,1.0,0.0,416,851
r,4.50576,1,0,ack,40,-------,0,1.0,0.0,415,849
+,4.50576,0,1,tcp,1040,-------,0,0.0,1.0,435,852
-,4.5104,0,1,tcp,1040,-------,0,0.0,1.0,419,820
r,4.51208,0,1,tcp,1040,-------,0,0.0,1.0,417,816
+,4.51208,1,0,ack,40,-------,0,1.0,0.0,417,853
-,4.51208,1,0,ack,40,-------,0,1.0,0.0,417,853
r,4.51408,1,0,ack,40,-------,0,1.0,0.0,416,851
+,4.51408,0,1,tcp,1040,-------,0,0.0,1.0,436,854
-,4.51872,0,1,tcp,1040,-------,0,0.0,1.0,420,822
r,4.5204,0,1,tcp,1040,-------,0,0.0,1.0,418,818
+,4.5204,1,0,ack,40,-------,0,1.0,0.0,418,855
-,4.5204,1,0,ack,40,-------,0,1.0,0.0,418,855
r,4.5224,1,0,ack,40,-------,0,1.0,0.0,417,853
+,4.5224,0,1,tcp,1040,-------,0,0.0,1.0,437,856
-,4.52704,0,1,tcp,1040,-------,0,0.0,1.0,421,824
r,4.52872,0,1,tcp,1040,-------,0,0.0,1.0,419,820
+,4.52872,1,0,ack,40,-------,0,1.0,0.0,419,857
-,4.52872,1,0,ack,40,-------,0,1.0,0.0,419,857
r,4.53072,1,0,ack,40,-------,0,1.0,0.0,418,855
+,4.53072,0,1,tcp,1040,-------,0,0.0,1.0,438,858
-,4.53536,0,1,tcp,1040,-------,0,0.0,1.0,422,826
r,4.53704,0,1,tcp,1040,-------,0,0.0,1.0,420,822
+,4.53704,1,0,ack,40,-------,0,1.0,0.0,420,859
-,4.53704,1,0,ack,40,-------,0,1.0,0.0,420,859
r,4.53904,1,0,ack,40,-------,0,1.0,0.0,419,857
+,4.53904,0,1,tcp,1040,-------,0,0.0,1.0,439,860
-,4.54368,0,1,tcp,1040,-------,0,0.0,1.0,423,828
r,4.54536,0,1,tcp,1040,-------,0,0.0,1.0,421,824
+,4.54536,1,0,ack,40,-------,0,1.0,0.0,421,861
-,4.54536,1,0,ack,40,-------,0,1.0,0.0,421,861
r,4.54736,1,0,ack,40,-------,0,1.0,0.0,420,859
+,4.54736,0,1,tcp,1040,-------,0,0.0,1.0,440,862
-,4.552,0,1,tcp,1040,-------,0,0.0,1.0,424,830
r,4.55368,0,1,tcp,1040,-------,0,0.0,1.0,422,826
+,4.55368,1,0,ack,40,-------,0,1.0,0.0,422,863
-,4.55368,1,0,ack,40,-------,0,1.0,0.0,422,863
r,4.55568,1,0,ack,40,-------,0,1.0,0.0,421,861
+,4.55568,0,1,tcp,1040,-------,0,0.0,1.0,441,864
-,4.56032,0,1,tcp,1040,-------,0,0.0,1.0,425,832
r,4.562,0,1,tcp,1040,-------,0,0.0,1.0,423,828
+,4.562,1,0,ack,40,-------,0,1.0,0.0,423,865
-,4.562,1,0,ack,40,-------,0,1.0,0.0,423,865
r,4.564,1,0,ack,40,-------,0,1.0,0.0,422,863
+,4.564,0,1,tcp,1040,-------,0,0.0,1.0,442,866
-,4.56864,0,1,tcp,1040,-------,0,0.0,1.0,426,834
r,4.57032,0,1,tcp,1040,-------,0,0.0,1.0,424,830
+,4.57032,1,0,ack,40,-------,0,1.0,0.0,424,867
-,4.57032,1,0,ack,40,-------,0,1.0,0.0,424,867
r,4.57232,1,0,ack,40,-------,0,1.0,0.0,423,865
+,4.57232,0,1,tcp,1040,-------,0,0.0,1.0,443,868
-,4.57696,0,1,tcp,1040,-------,0,0.0,1.0,427,836
r,4.57864,0,1,tcp,1040,-------,0,0.0,1.0,425,832
+,4.57864,1,0,ack,40,-------,0,1.0,0.0,425,869
-,4.57864,1,0,ack,40,-------,0,1.0,0.0,425,869
r,4.58064,1,0,ack,40,-------,0,1.0,0.0,424,867
+,4.58064,0,1,tcp,1040,-------,0,0.0,1.0,444,870
-,4.58528,0,1,tcp,1040,-------,0,0.0,1.0,428,838
r,4.58696,0,1,tcp,1040,-------,0,0.0,1.0,426,834
+,4.58696,1,0,ack,40,-------,0,1.0,0.0,426,871
-,4.58696,1,0,ack,40,-------,0,1.0,0.0,426,871
r,4.58896,1,0,ack,40,-------,0,1.0,0.0,425,869
+,4.58896,0,1,tcp,1040,-------,0,0.0,1.0,445,872
-,4.5936,0,1,tcp,1040,-------,0,0.0,1.0,429,840
r,4.59528,0,1,tcp,1040,-------,0,0.0,1.0,427,836
+,4.59528,1,0,ack,40,-------,0,1.0,0.0,427,873
-,4.59528,1,0,ack,40,-------,0,1.0,0.0,427,873
r,4.59728,1,0,ack,40,-------,0,1.0,0.0,426,871
+,4.59728,0,1,tcp,1040,-------,0,0.0,1.0,446,874
-,4.60192,0,1,tcp,1040,-------,0,0.0,1.0,430,842
r,4.6036,0,1,tcp,1040,-------,0,0.0,1.0,428,838
+,4.6036,1,0,ack,40,-------,0,1.0,0.0,428,875
-,4.6036,1,0,ack,40,-------,0,1.0,0.0,428,875
r,4.6056,1,0,ack,40,-------,0,1.0,0.0,427,873
+,4.6056,0,1,tcp,1040,-------,0,0.0,1.0,447,876
-,4.61024,0,1,tcp,1040,-------,0,0.0,1.0,431,844
r,4.61192,0,1,tcp,1040,-------,0,0.0,1.0,429,840
+,4.61192,1,0,ack,40,-------,0,1.0,0.0,429,877
-,4.61192,1,0,ack,40,-------,0,1.0,0.0,429,877
r,4.61392,1,0,ack,40,-------,0,1.0,0.0,428,875
+,4.61392,0,1,tcp,1040,-------,0,0.0,1.0,448,878
-,4.61856,0,1,tcp,1040,-------,0,0.0,1.0,432,846
r,4.62024,0,1,tcp,1040,-------,0,0.0,1.0,430,842
+,4.62024,1,0,ack,40,-------,0,1.0,0.0,430,879
-,4.62024,1,0,ack,40,-------,0,1.0,0.0,430,879
r,4.62224,1,0,ack,40,-------,0,1.0,0.0,429,877
+,4.62224,0,1,tcp,1040,-------,0,0.0,1.0,449,880
-,4.62688,0,1,tcp,1040,-------,0,0.0,1.0,433,848
r,4.62856,0,1,tcp,1040,-------,0,0.0,1.0,431,844
+,4.62856,1,0,ack,40,-------,0,1.0,0.0,431,881
-,4.62856,1,0,ack,40,-------,0,1.0,0.0,431,881
r,4.63056,1,0,ack,40,-------,0,1.0,0.0,430,879
+,4.63056,0,1,tcp,1040,-------,0,0.0,1.0,450,882
-,4.6352,0,1,tcp,1040,-------,0,0.0,1.0,434,850
r,4.63688,0,1,tcp,1040,-------,0,0.0,1.0,432,846
+,4.63688,1,0,ack,40,-------,0,1.0,0.0,432,883
-,4.63688,1,0,ack,40,-------,0,1.0,0.0,432,883
r,4.63888,1,0,ack,40,-------,0,1.0,0.0,431,881
+,4.63888,0,1,tcp,1040,-------,0,0.0,1.0,451,884
-,4.64352,0,1,tcp,1040,-------,0,0.0,1.0,435,852
r,4.6452,0,1,tcp,1040,-------,0,0.0,1.0,433,848
+,4.6452,1,0,ack,40,-------,0,1.0,0.0,433,885
-,4.6452,1,0,ack,40,-------,0,1.0,0.0,433,885
r,4.6472,1,0,ack,40,-------,0,1.0,0.0,432,883
+,4.6472,0,1,tcp,1040,-------,0,0.0,1.0,452,886
-,4.65184,0,1,tcp,1040,-------,0,0.0,1.0,436,854
r,4.65352,0,1,tcp,1040,-------,0,0.0,1.0,434,850
+,4.65352,1,0,ack,40,-------,0,1.0,0.0,434,887
-,4.65352,1,0,ack,40,-------,0,1.0,0.0,434,887
r,4.65552,1,0,ack,40,-------,0,1.0,0.0,433,885
+,4.65552,0,1,tcp,1040,-------,0,0.0,1.0,453,888
-,4.66016,0,1,tcp,1040,-------,0,0.0,1.0,437,856
r,4.66184,0,1,tcp,1040,-------,0,0.0,1.0,435,852
+,4.66184,1,0,ack,40,-------,0,1.0,0.0,435,889
-,4.66184,1,0,ack,40,-------,0,1.0,0.0,435,889
r,4.66384,1,0,ack,40,-------,0,1.0,0.0,434,887
+,4.66384,0,1,tcp,1040,-------,0,0.0,1.0,454,890
-,4.66848,0,1,tcp,1040,-------,0,0.0,1.0,438,858
r,4.67016,0,1,tcp,1040,-------,0,0.0,1.0,436,854
+,4.67016,1,0,ack,40,-------,0,1.0,0.0,436,891
-,4.67016,1,0,ack,40,-------,0,1.0,0.0,436,891
r,4.67216,1,0,ack,40,-------,0,1.0,0.0,435,889
+,4.67216,0,1,tcp,1040,-------,0,0.0,1.0,455,892
-,4.6768,0,1,tcp,1040,-------,0,0.0,1.0,439,860
r,4.67848,0,1,tcp,1040,-------,0,0.0,1.0,437,856
+,4.67848,1,0,ack,40,-------,0,1.0,0.0,437,893
-,4.67848,1,0,ack,40,-------,0,1.0,0.0,437,893
r,4.68048,1,0,ack,40,-------,0,1.0,0.0,436,891
+,4.68048,0,1,tcp,1040,-------,0,0.0,1.0,456,894
-,4.68512,0,1,tcp,1040,-------,0,0.0,1.0,440,862
r,4.6868,0,1,tcp,1040,-------,0,0.0,1.0,438,858
+,4.6868,1,0,ack,40,-------,0,1.0,0.0,438,895
-,4.6868,1,0,ack,40,-------,0,1.0,0.0,438,895
r,4.6888,1,0,ack,40,-------,0,1.0,0.0,437,893
+,4.6888,0,1,tcp,1040,-------,0,0.0,1.0,457,896
-,4.69344,0,1,tcp,1040,-------,0,0.0,1.0,441,864
r,4.69512,0,1,tcp,1040,-------,0,0.0,1.0,439,860
+,4.69512,1,0,ack,40,-------,0,1.0,0.0,439,897
-,4.69512,1,0,ack,40,-------,0,1.0,0.0,439,897
r,4.69712,1,0,ack,40,-------,0,1.0,0.0,438,895
+,4.69712,0,1,tcp,1040,-------,0,0.0,1.0,458,898
-,4.70176,0,1,tcp,1040,-------,0,0.0,1.0,442,866
r,4.70344,0,1,tcp,1040,-------,0,0.0,1.0,440,862
+,4.70344,1,0,ack,40,-------,0,1.0,0.0,440,899
-,4.70344,1,0,ack,40,-------,0,1.0,0.0,440,899
r,4.70544,1,0,ack,40,-------,0,1.0,0.0,439,897
+,4.70544,0,1,tcp,1040,-------,0,0.0,1.0,459,900
-,4.71008,0,1,tcp,1040,-------,0,0.0,1.0,443,868
r,4.71176,0,1,tcp,1040,-------,0,0.0,1.0,441,864
+,4.71176,1,0,ack,40,-------,0,1.0,0.0,441,901
-,4.71176,1,0,ack,40,-------,0,1.0,0.0,441,901
r,4.71376,1,0,ack,40,-------,0,1.0,0.0,440,899
+,4.71376,0,1,tcp,1040,-------,0,0.0,1.0,460,902
-,4.7184,0,1,tcp,1040,-------,0,0.0,1.0,444,870
r,4.72008,0,1,tcp,1040,-------,0,0.0,1.0,442,866
+,4.72008,1,0,ack,40,-------,0,1.0,0.0,442,903
-,4.72008,1,0,ack,40,-------,0,1.0,0.0,442,903
r,4.72208,1,0,ack,40,-------,0,1.0,0.0,441,901
+,4.72208,0,1,tcp,1040,-------,0,0.0,1.0,461,904
-,4.72672,0,1,tcp,1040,-------,0,0.0,1.0,445,872
r,4.7284,0,1,tcp,1040,-------,0,0.0,1.0,443,868
+,4.7284,1,0,ack,40,-------,0,1.0,0.0,443,905
-,4.7284,1,0,ack,40,-------,0,1.0,0.0,443,905
r,4.7304,1,0,ack,40,-------,0,1.0,0.0,442,903
+,4.7304,0,1,tcp,1040,-------,0,0.0,1.0,462,906
-,4.73504,0,1,tcp,1040,-------,0,0.0,1.0,446,874
r,4.73672,0,1,tcp,1040,-------,0,0.0,1.0,444,870
+,4.73672,1,0,ack,40,-------,0,1.0,0.0,444,907
-,4.73672,1,0,ack,40,-------,0,1.0,0.0,444,907
r,4.73872,1,0,ack,40,-------,0,1.0,0.0,443,905
+,4.73872,0,1,tcp,1040,-------,0,0.0,1.0,463,908
-,4.74336,0,1,tcp,1040,-------,0,0.0,1.0,447,876
r,4.74504,0,1,tcp,1040,-------,0,0.0,1.0,445,872
+,4.74504,1,0,ack,40,-------,0,1.0,0.0,445,909
-,4.74504,1,0,ack,40,-------,0,1.0,0.0,445,909
r,4.74704,1,0,ack,40,-------,0,1.0,0.0,444,907
+,4.74704,0,1,tcp,1040,-------,0,0.0,1.0,464,910
-,4.75168,0,1,tcp,1040,-------,0,0.0,1.0,448,878
r,4.75336,0,1,tcp,1040,-------,0,0.0,1.0,446,874
+,4.75336,1,0,ack,40,-------,0,1.0,0.0,446,911
-,4.75336,1,0,ack,40,-------,0,1.0,0.0,446,911
r,4.75536,1,0,ack,40,-------,0,1.0,0.0,445,909
+,4.75536,0,1,tcp,1040,-------,0,0.0,1.0,465,912
-,4.76,0,1,tcp,1040,-------,0,0.0,1.0,449,880
r,4.76168,0,1,tcp,1040,-------,0,0.0,1.0,447,876
+,4.76168,1,0,ack,40,-------,0,1.0,0.0,447,913
-,4.76168,1,0,ack,40,-------,0,1.0,0.0,447,913
r,4.76368,1,0,ack,40,-------,0,1.0,0.0,446,911
+,4.76368,0,1,tcp,1040,-------,0,0.0,1.0,466,914
-,4.76832,0,1,tcp,1040,-------,0,0.0,1.0,450,882
r,4.77,0,1,tcp,1040,-------,0,0.0,1.0,448,878
+,4.77,1,0,ack,40,-------,0,1.0,0.0,448,915
-,4.77,1,0,ack,40,-------,0,1.0,0.0,448,915
r,4.772,1,0,ack,40,-------,0,1.0,0.0,447,913
+,4.772,0,1,tcp,1040,-------,0,0.0,1.0,467,916
-,4.77664,0,1,tcp,1040,-------,0,0.0,1.0,451,884
r,4.77832,0,1,tcp,1040,-------,0,0.0,1.0,449,880
+,4.77832,1,0,ack,40,-------,0,1.0,0.0,449,917
-,4.77832,1,0,ack,40,-------,0,1.0,0.0,449,917
r,4.78032,1,0,ack,40,-------,0,1.0,0.0,448,915
+,4.78032,0,1,tcp,1040,-------,0,0.0,1.0,468,918
-,4.78496,0,1,tcp,1040,-------,0,0.0,1.0,452,886
r,4.78664,0,1,tcp,1040,-------,0,0.0,1.0,450,882
+,4.78664,1,0,ack,40,-------,0,1.0,0.0,450,919
-,4.78664,1,0,ack,40,-------,0,1.0,0.0,450,919
r,4.78864,1,0,ack,40,-------,0,1.0,0.0,449,917
+,4.78864,0,1,tcp,1040,-------,0,0.0,1.0,469,920
-,4.79328,0,1,tcp,1040,-------,0,0.0,1.0,453,888
r,4.79496,0,1,tcp,1040,-------,0,0.0,1.0,451,884
+,4.79496,1,0,ack,40,-------,0,1.0,0.0,451,921
-,4.79496,1,0,ack,40,-------,0,1.0,0.0,451,921
r,4.79696,1,0,ack,40,-------,0,1.0,0.0,450,919
+,4.79696,0,1,tcp,1040,-------,0,0.0,1.0,470,922
-,4.8016,0,1,tcp,1040,-------,0,0.0,1.0,454,890
r,4.80328,0,1,tcp,1040,-------,0,0.0,1.0,452,886
+,4.80328,1,0,ack,40,-------,0,1.0,0.0,452,923
-,4.80328,1,0,ack,40,-------,0,1.0,0.0,452,923
r,4.80528,1,0,ack,40,-------,0,1.0,0.0,451,921
+,4.80528,0,1,tcp,1040,-------,0,0.0,1.0,471,924
-,4.80992,0,1,tcp,1040,-------,0,0.0,1.0,455,892
r,4.8116,0,1,tcp,1040,-------,0,0.0,1.0,453,888
+,4.8116,1,0,ack,40,-------,0,1.0,0.0,453,925
-,4.8116,1,0,ack,40,-------,0,1.0,0.0,453,925
r,4.8136,1,0,ack,40,-------,0,1.0,0.0,452,923
+,4.8136,0,1,tcp,1040,-------,0,0.0,1.0,472,926
-,4.81824,0,1,tcp,1040,-------,0,0.0,1.0,456,894
r,4.81992,0,1,tcp,1040,-------,0,0.0,1.0,454,890
+,4.81992,1,0,ack,40,-------,0,1.0,0.0,454,927
-,4.81992,1,0,ack,40,-------,0,1.0,0.0,454,927
r,4.82192,1,0,ack,40,-------,0,1.0,0.0,453,925
+,4.82192,0,1,tcp,1040,-------,0,0.0,1.0,473,928
-,4.82656,0,1,tcp,1040,-------,0,0.0,1.0,457,896
r,4.82824,0,1,tcp,1040,-------,0,0.0,1.0,455,892
+,4.82824,1,0,ack,40,-------,0,1.0,0.0,455,929
-,4.82824,1,0,ack,40,-------,0,1.0,0.0,455,929
r,4.83024,1,0,ack,40,-------,0,1.0,0.0,454,927
+,4.83024,0,1,tcp,1040,-------,0,0.0,1.0,474,930
-,4.83488,0,1,tcp,1040,-------,0,0.0,1.0,458,898
r,4.83656,0,1,tcp,1040,-------,0,0.0,1.0,456,894
+,4.83656,1,0,ack,40,-------,0,1.0,0.0,456,931
-,4.83656,1,0,ack,40,-------,0,1.0,0.0,456,931
r,4.83856,1,0,ack,40,-------,0,1.0,0.0,455,929
+,4.83856,0,1,tcp,1040,-------,0,0.0,1.0,475,932
-,4.8432,0,1,tcp,1040,-------,0,0.0,1.0,459,900
r,4.84488,0,1,tcp,1040,-------,0,0.0,1.0,457,896
+,4.84488,1,0,ack,40,-------,0,1.0,0.0,457,933
-,4.84488,1,0,ack,40,-------,0,1.0,0.0,457,933
r,4.84688,1,0,ack,40,-------,0,1.0,0.0,456,931
+,4.84688,0,1,tcp,1040,-------,0,0.0,1.0,476,934
-,4.85152,0,1,tcp,1040,-------,0,0.0,1.0,460,902
r,4.8532,0,1,tcp,1040,-------,0,0.0,1.0,458,898
+,4.8532,1,0,ack,40,-------,0,1.0,0.0,458,935
-,4.8532,1,0,ack,40,-------,0,1.0,0.0,458,935
r,4.8552,1,0,ack,40,-------,0,1.0,0.0,457,933
+,4.8552,0,1,tcp,1040,-------,0,0.0,1.0,477,936
-,4.85984,0,1,tcp,1040,-------,0,0.0,1.0,461,904
r,4.86152,0,1,tcp,1040,-------,0,0.0,1.0,459,900
+,4.86152,1,0,ack,40,-------,0,1.0,0.0,459,937
-,4.86152,1,0,ack,40,-------,0,1.0,0.0,459,937
r,4.86352,1,0,ack,40,-------,0,1.0,0.0,458,935
+,4.86352,0,1,tcp,1040,-------,0,0.0,1.0,478,938
-,4.86816,0,1,tcp,1040,-------,0,0.0,1.0,462,906
r,4.86984,0,1,tcp,1040,-------,0,0.0,1.0,460,902
+,4.86984,1,0,ack,40,-------,0,1.0,0.0,460,939
-,4.86984,1,0,ack,40,-------,0,1.0,0.0,460,939
r,4.87184,1,0,ack,40,-------,0,1.0,0.0,459,937
+,4.87184,0,1,tcp,1040,-------,0,0.0,1.0,479,940
-,4.87648,0,1,tcp,1040,-------,0,0.0,1.0,463,908
r,4.87816,0,1,tcp,1040,-------,0,0.0,1.0,461,904
+,4.87816,1,0,ack,40,-------,0,1.0,0.0,461,941
-,4.87816,1,0,ack,40,-------,0,1.0,0.0,461,941
r,4.88016,1,0,ack,40,-------,0,1.0,0.0,460,939
+,4.88016,0,1,tcp,1040,-------,0,0.0,1.0,480,942
-,4.8848,0,1,tcp,1040,-------,0,0.0,1.0,464,910
r,4.88648,0,1,tcp,1040,-------,0,0.0,1.0,462,906
+,4.88648,1,0,ack,40,-------,0,1.0,0.0,462,943
-,4.88648,1,0,ack,40,-------,0,1.0,0.0,462,943
r,4.88848,1,0,ack,40,-------,0,1.0,0.0,461,941
+,4.88848,0,1,tcp,1040,-------,0,0.0,1.0,481,944
-,4.89312,0,1,tcp,1040,-------,0,0.0,1.0,465,912
r,4.8948,0,1,tcp,1040,-------,0,0.0,1.0,463,908
+,4.8948,1,0,ack,40,-------,0,1.0,0.0,463,945
-,4.8948,1,0,ack,40,-------,0,1.0,0.0,463,945
r,4.8968,1,0,ack,40,-------,0,1.0,0.0,462,943
+,4.8968,0,1,tcp,1040,-------,0,0.0,1.0,482,946
-,4.90144,0,1,tcp,1040,-------,0,0.0,1.0,466,914
r,4.90312,0,1,tcp,1040,-------,0,0.0,1.0,464,910
+,4.90312,1,0,ack,40,-------,0,1.0,0.0,464,947
-,4.90312,1,0,ack,40,-------,0,1.0,0.0,464,947
r,4.90512,1,0,ack,40,-------,0,1.0,0.0,463,945
+,4.90512,0,1,tcp,1040,-------,0,0.0,1.0,483,948
-,4.90976,0,1,tcp,1040,-------,0,0.0,1.0,467,916
r,4.91144,0,1,tcp,1040,-------,0,0.0,1.0,465,912
+,4.91144,1,0,ack,40,-------,0,1.0,0.0,465,949
-,4.91144,1,0,ack,40,-------,0,1.0,0.0,465,949
r,4.91344,1,0,ack,40,-------,0,1.0,0.0,464,947
+,4.91344,0,1,tcp,1040,-------,0,0.0,1.0,484,950
-,4.91808,0,1,tcp,1040,-------,0,0.0,1.0,468,918
r,4.91976,0,1,tcp,1040,-------,0,0.0,1.0,466,914
+,4.91976,1,0,ack,40,-------,0,1.0,0.0,466,951
-,4.91976,1,0,ack,40,-------,0,1.0,0.0,466,951
r,4.92176,1,0,ack,40,-------,0,1.0,0.0,465,949
+,4.92176,0,1,tcp,1040,-------,0,0.0,1.0,485,952
-,4.9264,0,1,tcp,1040,-------,0,0.0,1.0,469,920
r,4.92808,0,1,tcp,1040,-------,0,0.0,1.0,467,916
+,4.92808,1,0,ack,40,-------,0,1.0,0.0,467,953
-,4.92808,1,0,ack,40,-------,0,1.0,0.0,467,953
r,4.93008,1,0,ack,40,-------,0,1.0,0.0,466,951
+,4.93008,0,1,tcp,1040,-------,0,0.0,1.0,486,954
-,4.93472,0,1,tcp,1040,-------,0,0.0,1.0,470,922
r,4.9364,0,1,tcp,1040,-------,0,0.0,1.0,468,918
+,4.9364,1,0,ack,40,-------,0,1.0,0.0,468,955
-,4.9364,1,0,ack,40,-------,0,1.0,0.0,468,955
r,4.9384,1,0,ack,40,-------,0,1.0,0.0,467,953
+,4.9384,0,1,tcp,1040,-------,0,0.0,1.0,487,956
-,4.94304,0,1,tcp,1040,-------,0,0.0,1.0,471,924
r,4.94472,0,1,tcp,1040,-------,0,0.0,1.0,469,920
+,4.94472,1,0,ack,40,-------,0,1.0,0.0,469,957
-,4.94472,1,0,ack,40,-------,0,1.0,0.0,469,957
r,4.94672,1,0,ack,40,-------,0,1.0,0.0,468,955
+,4.94672,0,1,tcp,1040,-------,0,0.0,1.0,488,958
-,4.95136,0,1,tcp,1040,-------,0,0.0,1.0,472,926
r,4.95304,0,1,tcp,1040,-------,0,0.0,1.0,470,922
+,4.95304,1,0,ack,40,-------,0,1.0,0.0,470,959
-,4.95304,1,0,ack,40,-------,0,1.0,0.0,470,959
r,4.95504,1,0,ack,40,-------,0,1.0,0.0,469,957
+,4.95504,0,1,tcp,1040,-------,0,0.0,1.0,489,960
-,4.95968,0,1,tcp,1040,-------,0,0.0,1.0,473,928
r,4.96136,0,1,tcp,1040,-------,0,0.0,1.0,471,924
+,4.96136,1,0,ack,40,-------,0,1.0,0.0,471,961
-,4.96136,1,0,ack,40,-------,0,1.0,0.0,471,961
r,4.96336,1,0,ack,40,-------,0,1.0,0.0,470,959
+,4.96336,0,1,tcp,1040,-------,0,0.0,1.0,490,962
-,4.968,0,1,tcp,1040,-------,0,0.0,1.0,474,930
r,4.96968,0,1,tcp,1040,-------,0,0.0,1.0,472,926
+,4.96968,1,0,ack,40,-------,0,1.0,0.0,472,963
-,4.96968,1,0,ack,40,-------,0,1.0,0.0,472,963
r,4.97168,1,0,ack,40,-------,0,1.0,0.0,471,961
